Hash,Refatoração,Descrição
626d7e7ecd5d9cc5812ee724ac350c10bdf8419e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method lookupField(ClassPath.ClassDef  int) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/DeodexUtil.java:67}	{Method lookupField(ClassPath.ClassDef  ClassPath.ClassDef  int) at brut.apktool.smali/dexlib/src/main/java/org/jf/dexlib/Code/Analysis/DeodexUtil.java:67}) CHANGE_SIGNATURE({org.jf.dexlib.Code.Analysis.DeodexUtil lookupField(ClassPath.ClassDef  int)}  {org.jf.dexlib.Code.Analysis.DeodexUtil lookupField(ClassPath.ClassDef  ClassPath.ClassDef  int)}),
fe93fd21d1adaa65c05c443dfb72257047eace50,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method escapeJavaStyleString(String  boolean  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/apk/YamlStringEscapeUtils.java:32}	{Method escapeJavaStyleString(String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/apk/YamlStringEscapeUtils.java:32}) CHANGE_SIGNATURE({brut.androlib.apk.YamlStringEscapeUtils escapeJavaStyleString(String  boolean  boolean)}  {brut.androlib.apk.YamlStringEscapeUtils escapeJavaStyleString(String)}),
fe93fd21d1adaa65c05c443dfb72257047eace50,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method escapeJavaStyleString(Writer  String  boolean  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/apk/YamlStringEscapeUtils.java:52}	{Method escapeJavaStyleString(Writer  String) at brut.apktool/apktool-lib/src/main/java/brut/androlib/apk/YamlStringEscapeUtils.java:50}) CHANGE_SIGNATURE({brut.androlib.apk.YamlStringEscapeUtils escapeJavaStyleString(Writer  String  boolean  boolean)}  {brut.androlib.apk.YamlStringEscapeUtils escapeJavaStyleString(Writer  String)}),
a29839bab27106b95bd3d41e713f37af562664f9,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResConfigFlags.java:83}	{Method new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  boolean) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResConfigFlags.java:86}) CHANGE_SIGNATURE({brut.androlib.res.data.ResConfigFlags new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  boolean)}  {brut.androlib.res.data.ResConfigFlags new(short  short  char[]  char[]  byte  byte  int  byte  byte  byte  short  short  short  byte  byte  short  short  short  char[]  char[]  byte  boolean)}),
1c084171edead45b68979fa8cc4e1439429569cf,EXTRACT, EXTRACT	{Method assertSmaliCompiledEquals(String  String  baksmaliOptions  boolean) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:47}	{Method getNormalizedSmali(ClassDef  baksmaliOptions  boolean) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:83}) EXTRACT({org.jf.baksmali.BaksmaliTestUtils assertSmaliCompiledEquals(String  String  baksmaliOptions  boolean)}  {org.jf.baksmali.BaksmaliTestUtils getNormalizedSmali(ClassDef  baksmaliOptions  boolean)}),
1c084171edead45b68979fa8cc4e1439429569cf,MOVE_RENAME, MOVE_RENAME	{Method readResourceFully(String  String) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/RoundtripTest.java:103}	{Method readResourceBytesFully(String) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:95}) MOVE_RENAME({org.jf.baksmali.RoundtripTest readResourceFully(String  String)}  {org.jf.baksmali.BaksmaliTestUtils readResourceBytesFully(String)}),
1c084171edead45b68979fa8cc4e1439429569cf,MOVE, MOVE	{Method readResourceFully(String) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/RoundtripTest.java:98}	{Method readResourceFully(String) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:106}) MOVE({org.jf.baksmali.RoundtripTest readResourceFully(String)}  {org.jf.baksmali.BaksmaliTestUtils readResourceFully(String)}),
1c084171edead45b68979fa8cc4e1439429569cf,EXTRACT, EXTRACT	{Method assertSmaliCompiledEquals(String  String  baksmaliOptions  boolean) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:47}	{Method normalizeSmali(String  boolean) at brut.apktool.smali/baksmali/src/test/java/org/jf/baksmali/BaksmaliTestUtils.java:75}) EXTRACT({org.jf.baksmali.BaksmaliTestUtils assertSmaliCompiledEquals(String  String  baksmaliOptions  boolean)}  {org.jf.baksmali.BaksmaliTestUtils normalizeSmali(String  boolean)}),
3fdde3093911d6adfa8d56f82ce80d5a699ec687,RENAME, RENAME	{Method loadApk(ResTable  File  boolean) at src/brut/androlib/res/AndrolibResources.java:205}	{Method loadArsc(ResTable  InputStream  boolean) at src/brut/androlib/res/AndrolibResources.java:217}) RENAME({brut.androlib.res.AndrolibResources loadApk(ResTable  File  boolean)}  {brut.androlib.res.AndrolibResources loadArsc(ResTable  InputStream  boolean)}),
429e18ac253069ea8fbf6eece74644aad1321f25,MOVE, MOVE	{Class MXSerializer at brut.apktool/apktool-lib/src/main/java/org/xmlpull/mxp1_serializer/MXSerializer.java:10}	{Class MXSerializer at brut.apktool/apktool-lib/src/main/java/org/xmlpull/renamed/MXSerializer.java:10}) MOVE({org.xmlpull.mxp1_serializer.MXSerializer}  {org.xmlpull.renamed.MXSerializer}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE_RENAME, MOVE_RENAME	{Class NinePatch at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/Res9patchStreamDecoder.java:173}	{Class NinePatchData at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ninepatch/NinePatchData.java:22}) MOVE_RENAME({brut.androlib.res.decoder.Res9patchStreamDecoder NinePatch}  {brut.androlib.res.decoder.ninepatch.NinePatchData}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE, MOVE	{Class NamespaceStack at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/AXmlResourceParser.java:609}	{Class NamespaceStack at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/axml/NamespaceStack.java:19}) MOVE({brut.androlib.res.decoder.AXmlResourceParser NamespaceStack}  {brut.androlib.res.decoder.axml.NamespaceStack}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE, MOVE	{Class OpticalInset at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/Res9patchStreamDecoder.java:205}	{Class OpticalInset at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ninepatch/OpticalInset.java:22}) MOVE({brut.androlib.res.decoder.Res9patchStreamDecoder OpticalInset}  {brut.androlib.res.decoder.ninepatch.OpticalInset}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE, MOVE	{Class ARSCData at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:703}	{Class ARSCData at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/arsc/ARSCData.java:24}) MOVE({brut.androlib.res.decoder.ARSCDecoder ARSCData}  {brut.androlib.res.decoder.arsc.ARSCData}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE, MOVE	{Class FlagsOffset at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:684}	{Class FlagsOffset at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/arsc/FlagsOffset.java:19}) MOVE({brut.androlib.res.decoder.ARSCDecoder FlagsOffset}  {brut.androlib.res.decoder.arsc.FlagsOffset}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE_RENAME, MOVE_RENAME	{Class Header at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:644}	{Class ARSCHeader at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/arsc/ARSCHeader.java:25}) MOVE_RENAME({brut.androlib.res.decoder.ARSCDecoder Header}  {brut.androlib.res.decoder.arsc.ARSCHeader}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method publicizeResources(byte[]  ARSCDecoder.FlagsOffset[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/Framework.java:143}	{Method publicizeResources(byte[]  FlagsOffset[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/Framework.java:144}) CHANGE_SIGNATURE({brut.androlib.res.Framework publicizeResources(byte[]  ARSCDecoder.FlagsOffset[])}  {brut.androlib.res.Framework publicizeResources(byte[]  FlagsOffset[])}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,MOVE, MOVE	{Class EntryData at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:694}	{Class EntryData at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/arsc/EntryData.java:21}) MOVE({brut.androlib.res.decoder.ARSCDecoder EntryData}  {brut.androlib.res.decoder.arsc.EntryData}),
ab6f1b416e0a3f21dea6853bd26bfe672cae12f7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(ResPackage[]  FlagsOffset[]  ResTable) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/ARSCDecoder.java:705}	{Method new(ResPackage[]  FlagsOffset[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/decoder/arsc/ARSCData.java:28}) CHANGE_SIGNATURE({brut.androlib.res.decoder.ARSCDecoder ARSCData new(ResPackage[]  FlagsOffset[]  ResTable)}  {brut.androlib.res.decoder.arsc.ARSCData new(ResPackage[]  FlagsOffset[])}),
c2ddeac3ab83be3991a4f43659180d821085d8a2,INLINE, INLINE	{Method getResFileDecoder() at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/ResourcesDecoder.java:254}	{Method decodeResources(ResTable  ExtFile  File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/ResourcesDecoder.java:214}) INLINE({brut.androlib.res.ResourcesDecoder getResFileDecoder()}  {brut.androlib.res.ResourcesDecoder decodeResources(ResTable  ExtFile  File)}),
f42ce82f0d4812bf490086b1247c33eb5ce23229,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(Config  ApkInfo  File) at brut.apktool/apktool-lib/src/main/java/brut/androlib/AaptInvoker.java:42}	{Method new(Config  ApkInfo) at brut.apktool/apktool-lib/src/main/java/brut/androlib/AaptInvoker.java:40}) CHANGE_SIGNATURE({brut.androlib.AaptInvoker new(Config  ApkInfo  File)}  {brut.androlib.AaptInvoker new(Config  ApkInfo)}),
d2c808dd7d0f72aa76f80fc77e89ae78d8fa5868,EXTRACT_MOVE, EXTRACT_MOVE	{Method aaptPackage(File  File  File  File  File  File[]) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/AndrolibResources.java:576}	{Method getAaptExecutionCommand(String  File) at brut.j.util/src/main/java/brut/util/AaptManager.java:63}) EXTRACT_MOVE({brut.androlib.res.AndrolibResources aaptPackage(File  File  File  File  File  File[])}  {brut.util.AaptManager getAaptExecutionCommand(String  File)}),
d2c808dd7d0f72aa76f80fc77e89ae78d8fa5868,EXTRACT, EXTRACT	{Method getAppt(Integer) at brut.j.util/src/main/java/brut/util/AaptManager.java:34}	{Method getAaptBinaryName(Integer) at brut.j.util/src/main/java/brut/util/AaptManager.java:81}) EXTRACT({brut.util.AaptManager getAppt(Integer)}  {brut.util.AaptManager getAaptBinaryName(Integer)}),
07ad2a1a360855b2582ac03e3cec0e9eedb2668f,MOVE, MOVE	{Class DexFileBuilder at src/brut/androlib/util/DexFileBuilder.java:29}	{Class DexFileBuilder at src/brut/androlib/src/DexFileBuilder.java:29}) MOVE({brut.androlib.util.DexFileBuilder}  {brut.androlib.src.DexFileBuilder}),
8a23d0dbc16451359e6fccc4d864cc3438314867,RENAME, RENAME	{Method getApptVersion(File) at brut.j.util/src/main/java/brut/util/AaptManager.java:100}	{Method getAaptVersion(File) at brut.j.util/src/main/java/brut/util/AaptManager.java:100}) RENAME({brut.util.AaptManager getApptVersion(File)}  {brut.util.AaptManager getAaptVersion(File)}),
8a23d0dbc16451359e6fccc4d864cc3438314867,RENAME, RENAME	{Method getAppt(Integer) at brut.j.util/src/main/java/brut/util/AaptManager.java:34}	{Method getAapt(Integer) at brut.j.util/src/main/java/brut/util/AaptManager.java:34}) RENAME({brut.util.AaptManager getAppt(Integer)}  {brut.util.AaptManager getAapt(Integer)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decode(int  int  int) at apktool-lib/src/main/java/brut/androlib/res/decoder/ResAttrDecoder.java:28}	{Method decode(int  int  String  int) at apktool-lib/src/main/java/brut/androlib/res/decoder/ResAttrDecoder.java:28}) CHANGE_SIGNATURE({brut.androlib.res.decoder.ResAttrDecoder decode(int  int  int)}  {brut.androlib.res.decoder.ResAttrDecoder decode(int  int  String  int)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResColorValue.java:23}	{Method new(int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResColorValue.java:23}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResColorValue new(int)}  {brut.androlib.res.data.value.ResColorValue new(int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method newReference(int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:91}	{Method newReference(int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:91}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResValueFactory newReference(int)}  {brut.androlib.res.data.value.ResValueFactory newReference(int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method factory(int  int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:34}	{Method factory(int  int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:34}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResValueFactory factory(int  int)}  {brut.androlib.res.data.value.ResValueFactory factory(int  int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResScalarValue.java:32}	{Method new(String  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResScalarValue.java:33}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResScalarValue new(String)}  {brut.androlib.res.data.value.ResScalarValue new(String  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResDimenValue.java:29}	{Method new(int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResDimenValue.java:29}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResDimenValue new(int)}  {brut.androlib.res.data.value.ResDimenValue new(int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method newReference(int  boolean) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:95}	{Method newReference(int  String  boolean) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResValueFactory.java:95}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResValueFactory newReference(int  boolean)}  {brut.androlib.res.data.value.ResValueFactory newReference(int  String  boolean)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(ResPackage  int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResReferenceValue.java:30}	{Method new(ResPackage  int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResReferenceValue.java:30}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResReferenceValue new(ResPackage  int)}  {brut.androlib.res.data.value.ResReferenceValue new(ResPackage  int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(ResPackage  int  boolean) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResReferenceValue.java:34}	{Method new(ResPackage  int  String  boolean) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResReferenceValue.java:34}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResReferenceValue new(ResPackage  int  boolean)}  {brut.androlib.res.data.value.ResReferenceValue new(ResPackage  int  String  boolean)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(float) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResFloatValue.java:25}	{Method new(float  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResFloatValue.java:25}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResFloatValue new(float)}  {brut.androlib.res.data.value.ResFloatValue new(float  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResFractionValue.java:26}	{Method new(int  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResFractionValue.java:26}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResFractionValue new(int)}  {brut.androlib.res.data.value.ResFractionValue new(int  String)}),
5740064ceef630d59e417b7c47839882eae7796c,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(boolean) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResBoolValue.java:25}	{Method new(boolean  String) at apktool-lib/src/main/java/brut/androlib/res/data/value/ResBoolValue.java:25}) CHANGE_SIGNATURE({brut.androlib.res.data.value.ResBoolValue new(boolean)}  {brut.androlib.res.data.value.ResBoolValue new(boolean  String)}),
ed67a3d94d870b282d86d387dc7a614d96fb8674,RENAME, RENAME	{Method compareDrawablesFolder(String) at brut.apktool/apktool-lib/src/test/java/brut/androlib/BuildAndDecodeTest.java:226}	{Method compareResFolder(String) at brut.apktool/apktool-lib/src/test/java/brut/androlib/BuildAndDecodeTest.java:256}) RENAME({brut.androlib.BuildAndDecodeTest compareDrawablesFolder(String)}  {brut.androlib.BuildAndDecodeTest compareResFolder(String)}),
a91e87bb043c6a6d4304bb5157e29df815a09ed7,EXTRACT, EXTRACT	{Method getReference() at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/dexbacked/instruction/DexBackedInstruction20bc.java:51}	{Method getReferenceType() at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/dexbacked/instruction/DexBackedInstruction20bc.java:59}) EXTRACT({org.jf.dexlib2.dexbacked.instruction.DexBackedInstruction20bc getReference()}  {org.jf.dexlib2.dexbacked.instruction.DexBackedInstruction20bc getReferenceType()}),
a91e87bb043c6a6d4304bb5157e29df815a09ed7,EXTRACT_MOVE, EXTRACT_MOVE	{Method writeTo(IndentingWriter) at brut.apktool.smali/baksmali/src/main/java/org/jf/baksmali/Adaptors/Format/InstructionMethodItem.java:62}	{Method getReferenceType() at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/ReferenceType.java:97}) EXTRACT_MOVE({org.jf.baksmali.Adaptors.Format.InstructionMethodItem writeTo(IndentingWriter)}  {org.jf.dexlib2.ReferenceType InvalidReferenceTypeException getReferenceType()}),
a91e87bb043c6a6d4304bb5157e29df815a09ed7,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(short) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/immutable/instruction/ImmutableUnknownInstruction.java:43}	{Method new(int) at brut.apktool.smali/dexlib2/src/main/java/org/jf/dexlib2/immutable/instruction/ImmutableUnknownInstruction.java:43}) CHANGE_SIGNATURE({org.jf.dexlib2.immutable.instruction.ImmutableUnknownInstruction new(short)}  {org.jf.dexlib2.immutable.instruction.ImmutableUnknownInstruction new(int)}),
e6faa56c9610626f294909dfea7fb832ed4cb58e,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(String  ResTable  ResPackage  byte  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResTypeSpec.java:36}	{Method new(String  ResTable  ResPackage  int  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/ResTypeSpec.java:36}) CHANGE_SIGNATURE({brut.androlib.res.data.ResTypeSpec new(String  ResTable  ResPackage  byte  int)}  {brut.androlib.res.data.ResTypeSpec new(String  ResTable  ResPackage  int  int)}),
cd852cd6583fbf321d7029a6304ab3c3ab923e8f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method decodeSourcesSmali(File  File  String  boolean  String  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:83}	{Method decodeSourcesSmali(File  File  String  boolean  int) at brut.apktool/apktool-lib/src/main/java/brut/androlib/Androlib.java:82}) CHANGE_SIGNATURE({brut.androlib.Androlib decodeSourcesSmali(File  File  String  boolean  String  boolean  int)}  {brut.androlib.Androlib decodeSourcesSmali(File  File  String  boolean  int)}),
