Hash,Refatoração,Descrição
aeeda4202797a83d950db4c1a31656f60738648f,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method buildContext(String) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:182}	{Method buildContext(String  CompressorType) at rm-datasource/src/main/java/io/seata/rm/datasource/undo/AbstractUndoLogManager.java:197}) CHANGE_SIGNATURE({io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String)}  {io.seata.rm.datasource.undo.AbstractUndoLogManager buildContext(String  CompressorType)}),
d979af478e280c412946391830dca236f7804adb,RENAME, RENAME	{Method getBatchDeleteLockSqlByBranch(String) at core/src/main/java/io/seata/core/store/db/sql/lock/AbstractLockStoreSql.java:151}	{Method getBatchDeleteLockSqlByBranchId(String) at core/src/main/java/io/seata/core/store/db/sql/lock/AbstractLockStoreSql.java:151}) RENAME({io.seata.core.store.db.sql.lock.AbstractLockStoreSql getBatchDeleteLockSqlByBranch(String)}  {io.seata.core.store.db.sql.lock.AbstractLockStoreSql getBatchDeleteLockSqlByBranchId(String)}),
6c97852b01529800f01a43a8781895b7674897d6,EXTRACT, EXTRACT	{Method getInstance() at discovery/seata-discovery-core/src/main/java/io/seata/discovery/registry/RegistryFactory.java:32}	{Method buildRegistryService() at discovery/seata-discovery-core/src/main/java/io/seata/discovery/registry/RegistryFactory.java:50}) EXTRACT({io.seata.discovery.registry.RegistryFactory getInstance()}  {io.seata.discovery.registry.RegistryFactory buildRegistryService()}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doSelect(List) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/RoundRobinLoadBalance.java:33}	{Method doSelect(List  String) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/RoundRobinLoadBalance.java:33}) CHANGE_SIGNATURE({io.seata.discovery.loadbalance.RoundRobinLoadBalance doSelect(List)}  {io.seata.discovery.loadbalance.RoundRobinLoadBalance doSelect(List  String)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doSelect(List) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/RandomLoadBalance.java:31}	{Method doSelect(List  String) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/RandomLoadBalance.java:31}) CHANGE_SIGNATURE({io.seata.discovery.loadbalance.RandomLoadBalance doSelect(List)}  {io.seata.discovery.loadbalance.RandomLoadBalance doSelect(List  String)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method doSelect(List) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/AbstractLoadBalance.java:40}	{Method doSelect(List  String) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/AbstractLoadBalance.java:40}) CHANGE_SIGNATURE({io.seata.discovery.loadbalance.AbstractLoadBalance doSelect(List)}  {io.seata.discovery.loadbalance.AbstractLoadBalance doSelect(List  String)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method select(List) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/LoadBalance.java:27}	{Method select(List  String) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/LoadBalance.java:27}) CHANGE_SIGNATURE({io.seata.discovery.loadbalance.LoadBalance select(List)}  {io.seata.discovery.loadbalance.LoadBalance select(List  String)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method select(List) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/AbstractLoadBalance.java:29}	{Method select(List  String) at discovery/seata-discovery-core/src/main/java/io/seata/discovery/loadbalance/AbstractLoadBalance.java:29}) CHANGE_SIGNATURE({io.seata.discovery.loadbalance.AbstractLoadBalance select(List)}  {io.seata.discovery.loadbalance.AbstractLoadBalance select(List  String)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method loadBalance(String) at core/src/main/java/io/seata/core/rpc/netty/AbstractNettyRemotingClient.java:247}	{Method loadBalance(String  Object) at core/src/main/java/io/seata/core/rpc/netty/AbstractNettyRemotingClient.java:254}) CHANGE_SIGNATURE({io.seata.core.rpc.netty.AbstractNettyRemotingClient loadBalance(String)}  {io.seata.core.rpc.netty.AbstractNettyRemotingClient loadBalance(String  Object)}),
944e0e5b5e3c6bf6315f122bf2bb2f3a24aaf3a3,MOVE, MOVE	{Class DefaultValues at core/src/main/java/io/seata/core/constants/DefaultValues.java:20}	{Class DefaultValues at common/src/main/java/io/seata/common/DefaultValues.java:20}) MOVE({io.seata.core.constants.DefaultValues}  {io.seata.common.DefaultValues}),
90a31ea5b819d655b28dc4a0ec84bb172c8e4216,RENAME, RENAME	{Method isResponseSuccess(Object  NettyPoolKey.TransactionRole) at core/src/main/java/io/seata/core/rpc/netty/NettyPoolableFactory.java:88}	{Method isRegisterSuccess(Object  NettyPoolKey.TransactionRole) at core/src/main/java/io/seata/core/rpc/netty/NettyPoolableFactory.java:88}) RENAME({io.seata.core.rpc.netty.NettyPoolableFactory isResponseSuccess(Object  NettyPoolKey.TransactionRole)}  {io.seata.core.rpc.netty.NettyPoolableFactory isRegisterSuccess(Object  NettyPoolKey.TransactionRole)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setSessionTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/config/ConfigZooKeeperProperties.java:49}	{Method setSessionTimeout(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/config/ConfigZooKeeperProperties.java:49}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.config.ConfigZooKeeperProperties setSessionTimeout(long)}  {io.seata.spring.boot.autoconfigure.properties.config.ConfigZooKeeperProperties setSessionTimeout(int)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setConnectTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/registry/RegistryZooKeeperProperties.java:67}	{Method setConnectTimeout(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/registry/RegistryZooKeeperProperties.java:67}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.registry.RegistryZooKeeperProperties setConnectTimeout(long)}  {io.seata.spring.boot.autoconfigure.properties.registry.RegistryZooKeeperProperties setConnectTimeout(int)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setAsyncCommittingRetryPeriod(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:52}	{Method setAsyncCommittingRetryPeriod(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:52}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setAsyncCommittingRetryPeriod(int)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setAsyncCommittingRetryPeriod(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setMaxCommitRetryTimeout(Duration) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerProperties.java:45}	{Method setMaxCommitRetryTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerProperties.java:42}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerProperties setMaxCommitRetryTimeout(Duration)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerProperties setMaxCommitRetryTimeout(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setCommittingRetryPeriod(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:43}	{Method setCommittingRetryPeriod(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:43}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setCommittingRetryPeriod(int)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setCommittingRetryPeriod(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setTimeoutRetryPeriod(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:70}	{Method setTimeoutRetryPeriod(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:70}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setTimeoutRetryPeriod(int)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setTimeoutRetryPeriod(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setLogSaveDays(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerUndoProperties.java:38}	{Method setLogSaveDays(short) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerUndoProperties.java:38}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerUndoProperties setLogSaveDays(int)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerUndoProperties setLogSaveDays(short)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setWait(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/ShutdownProperties.java:39}	{Method setWait(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/ShutdownProperties.java:39}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.ShutdownProperties setWait(long)}  {io.seata.spring.boot.autoconfigure.properties.ShutdownProperties setWait(int)}),
72347f255efc027bd9426a751b61a0cdbfead248,RENAME, RENAME	{Method getFieldValue(Object  String  String) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:120}	{Method getDefaultValueFromPropertyObject(Object  String) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:143}) RENAME({io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider getFieldValue(Object  String  String)}  {io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider getDefaultValueFromPropertyObject(Object  String)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setRollbackingRetryPeriod(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:61}	{Method setRollbackingRetryPeriod(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerRecoveryProperties.java:61}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setRollbackingRetryPeriod(int)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerRecoveryProperties setRollbackingRetryPeriod(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setSessionTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/registry/RegistryZooKeeperProperties.java:58}	{Method setSessionTimeout(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/registry/RegistryZooKeeperProperties.java:58}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.registry.RegistryZooKeeperProperties setSessionTimeout(long)}  {io.seata.spring.boot.autoconfigure.properties.registry.RegistryZooKeeperProperties setSessionTimeout(int)}),
72347f255efc027bd9426a751b61a0cdbfead248,RENAME, RENAME	{Method get(String) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:93}	{Method getDefaultValueFromPropertyObject(String) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:118}) RENAME({io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider get(String)}  {io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider getDefaultValueFromPropertyObject(String)}),
72347f255efc027bd9426a751b61a0cdbfead248,RENAME, RENAME	{Method getConfig(String  Object  Class) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:192}	{Method getConfigFromEnvironment(String  Class) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/provider/SpringBootConfigurationProvider.java:216}) RENAME({io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider getConfig(String  Object  Class)}  {io.seata.spring.boot.autoconfigure.provider.SpringBootConfigurationProvider getConfigFromEnvironment(String  Class)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setConnectTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/config/ConfigZooKeeperProperties.java:58}	{Method setConnectTimeout(int) at seata-spring-autoconfigure/seata-spring-autoconfigure-core/src/main/java/io/seata/spring/boot/autoconfigure/properties/config/ConfigZooKeeperProperties.java:58}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.config.ConfigZooKeeperProperties setConnectTimeout(long)}  {io.seata.spring.boot.autoconfigure.properties.config.ConfigZooKeeperProperties setConnectTimeout(int)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setMaxRollbackRetryTimeout(Duration) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerProperties.java:54}	{Method setMaxRollbackRetryTimeout(long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/ServerProperties.java:51}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.ServerProperties setMaxRollbackRetryTimeout(Duration)}  {io.seata.spring.boot.autoconfigure.properties.server.ServerProperties setMaxRollbackRetryTimeout(long)}),
72347f255efc027bd9426a751b61a0cdbfead248,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method setMaxWait(Integer) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/store/StoreDBProperties.java:167}	{Method setMaxWait(Long) at seata-spring-autoconfigure/seata-spring-autoconfigure-server/src/main/java/io/seata/spring/boot/autoconfigure/properties/server/store/StoreDBProperties.java:167}) CHANGE_SIGNATURE({io.seata.spring.boot.autoconfigure.properties.server.store.StoreDBProperties setMaxWait(Integer)}  {io.seata.spring.boot.autoconfigure.properties.server.store.StoreDBProperties setMaxWait(Long)}),
3ab0518ecae7fb1f7f5309cef6a3c4719b5e00b3,EXTRACT, EXTRACT	{Method execute(TransactionalExecutor) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:38}	{Method commitTransaction(GlobalTransaction) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:101}) EXTRACT({io.seata.tm.api.TransactionalTemplate execute(TransactionalExecutor)}  {io.seata.tm.api.TransactionalTemplate commitTransaction(GlobalTransaction)}),
3ab0518ecae7fb1f7f5309cef6a3c4719b5e00b3,EXTRACT, EXTRACT	{Method execute(TransactionalExecutor) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:38}	{Method beginTransaction(TransactionInfo  GlobalTransaction) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:121}) EXTRACT({io.seata.tm.api.TransactionalTemplate execute(TransactionalExecutor)}  {io.seata.tm.api.TransactionalTemplate beginTransaction(TransactionInfo  GlobalTransaction)}),
3ab0518ecae7fb1f7f5309cef6a3c4719b5e00b3,EXTRACT, EXTRACT	{Method testTransactionRollbackHook() at tm/src/test/java/io/seata/tm/api/TransactionTemplateTest.java:74}	{Method verifyRollBack(TransactionHook) at tm/src/test/java/io/seata/tm/api/TransactionTemplateTest.java:151}) EXTRACT({io.seata.tm.api.TransactionTemplateTest testTransactionRollbackHook()}  {io.seata.tm.api.TransactionTemplateTest verifyRollBack(TransactionHook)}),
3ab0518ecae7fb1f7f5309cef6a3c4719b5e00b3,EXTRACT, EXTRACT	{Method execute(TransactionalExecutor) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:38}	{Method completeTransactionAfterThrowing(TransactionInfo  GlobalTransaction  Throwable) at tm/src/main/java/io/seata/tm/api/TransactionalTemplate.java:85}) EXTRACT({io.seata.tm.api.TransactionalTemplate execute(TransactionalExecutor)}  {io.seata.tm.api.TransactionalTemplate completeTransactionAfterThrowing(TransactionInfo  GlobalTransaction  Throwable)}),
